budget_type,city_abc,expense_category,division_board,consultants_name
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Moon-Matz Ltd.
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Metrolinx
CAPITAL,Infrastructure and Development,Technical,Transportation Services,KITE Research Institute
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Transit Commission
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Dillon Consulting
CAPITAL,Infrastructure and Development,Information Technology,Transportation Services,Richter Advisory Group Inc.
CAPITAL,Infrastructure and Development,Information Technology,Transportation Services,Richter Advisory Group Inc.
CAPITAL,Infrastructure and Development,Management / Research & Development,Transportation Services,The Hospital For Sick Children
CAPITAL,Infrastructure and Development,Management / Research & Development,Transportation Services,University Of Toronto
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects
CAPITAL,Agencies and Corporations,Technical,TO Live,Blackwell Structural Engineers
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc
CAPITAL,Agencies and Corporations,Technical,TO Live,DesignABLE Environments Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,Diamond Schmitt Architects
CAPITAL,Agencies and Corporations,Technical,TO Live,Elevation Aerial Design and Consulting Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,ERA Architects
CAPITAL,Agencies and Corporations,Technical,TO Live,Fire Cube Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,Fisher Dachs Associates
CAPITAL,Agencies and Corporations,Technical,TO Live,Jaffe Holden Acoustics Inc
CAPITAL,Agencies and Corporations,Technical,TO Live,KJA Consultants Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen
CAPITAL,Agencies and Corporations,Technical,TO Live,The Offord Group Inc.
CAPITAL,Agencies and Corporations,Technical,TO Live,YMSD Consulting
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,PricewaterhouseCoopers LLP
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,KPMG LLP
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Teramach Technologies Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,SoftChoice L.P.
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Build Toronto Inc.
CAPITAL,Agencies and Corporations,Information Technology,Toronto Police Service,Teramach Technologies Inc.
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Procurement Law Office Professional
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Deeth Williams Wall LLP
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Ian Martin Information Technology
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Police Service,HKA Global Canada Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ontario Environmental & Safety Network Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Bombardier Transportation
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SCL LRT Engineering Services
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,HDR Corporation
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Frontop Engineering Limited
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Kinectrics Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SNC-Lavalin Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Aecom Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Swerhun Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,NORR Ltd
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CIMA Canada Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ernst & Young LLP
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,CIMA Canada Inc.
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Ernst & Young LLP
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Ernst & Young LLP
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Execute Strategy
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Optimus SBR Inc.
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,CH2M Hill Canada Ltd
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,GEF Consulting Inc.
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Blakes LLP
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Chernos Flaherty svonkin LLP
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Willms & Shier Environmental Lawyers
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Willms & Shier Environmental Lawyers
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,"Osler, Hoskins & Harcourt Law Services (C. Wong)"
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,KPMG LLP
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Gladki Planning Associates Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Section Architects Ltd.
CAPITAL,Agencies and Corporations,Information Technology,Toronto Waterfront Revitalization Corporation,Global Privacy & Security by Design Centre
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,N. Barry Lyon Consultants Limited
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Steer Davies Gleave North America
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Carters Professional Corporation
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Element AI Inc
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,McCarthy Tetrault LLP
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Dentons Canada LLP
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,nNovation LLP
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Brion Raffoul Intellectual Property Law
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Own Innovation
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Dentons Canada LLP
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Swerhun Inc.
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Grounded Engineering
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,H.H. Angus & Associates Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Moon-Matz Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Read Jones Christoffersen Ltd.
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,TSS Building Science Inc.
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,WSP Canada Inc.
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Zeidler Architecture Inc.
CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Zeidler Architecture Inc.
NA,NA,NA,NA,NA
