budget_type,city_abc,expense_category,division_board,consultants_name,x2021_expenditure
CAPITAL,Infrastructure and Development,Technical,City Planning,Timmins Martelle Heritage Consultants Inc,7240
CAPITAL,Infrastructure and Development,Technical,City Planning,Lura Consulting,677
CAPITAL,Infrastructure and Development,Technical,City Planning,Groundswell Projects Inc,-58
CAPITAL,Infrastructure and Development,IT,Solid Waste Management,KPMG LLP,56072
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,GHD Limited,295249
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,FCS Group Solutions,163112
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,David Suzuki Foundation,133078
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,HDR Corporation,110636
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,Strategy Matters Inc,80418
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,KPMG LLP,32358
CAPITAL,Infrastructure and Development,Management/R&D,Solid Waste Management,Sustainable Global Resources Ltd,7925
CAPITAL,Infrastructure and Development,Technical,Solid Waste Management,GHD Limited,34669
CAPITAL,Infrastructure and Development,Technical,Solid Waste Management,Golder Associates Ltd.,7111
CAPITAL,Infrastructure and Development,Management/R&D,Toronto Water,Ryerson University,-3000
CAPITAL,Infrastructure and Development,Technical,Toronto Water,Perkins & Will,63847
CAPITAL,Infrastructure and Development,Technical,Toronto Water,Powercore Engineering Ltd,11957
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,Leigh / Fisher Canada Inc.,121972
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,Arup Canada Inc.,71040
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,HDR Corporation,10558
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,HDR Corporation,1017
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,HDR Corporation,944
CAPITAL,Infrastructure and Development,Management/R&D,Transit Expansion Office,Aecom Canada Ltd,-97883
CAPITAL,Infrastructure and Development,Creative Communications,Transportation Services,Colin White Studio,509
CAPITAL,Infrastructure and Development,IT,Transportation Services,Richter Advisory Group Inc.,86514
CAPITAL,Infrastructure and Development,Management/R&D,Transportation Services,Pelmorex Corporation,1572
CAPITAL,Infrastructure and Development,Management/R&D,Transportation Services,University Of Toronto,-50000
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Waterfront Revitalization Corporation,2309192
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,616254
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,533629
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,403540
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,400513
CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,337722
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,320525
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Aecom Canada Ltd,284185
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,245583
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,213314
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,203311
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Dillon Consulting,183392
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,181142
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Alta Planning + Design Canada,162978
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,152508
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Dillon Consulting,133297
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Transafe Consulting Ltd,131952
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,127470
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,117908
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,110257
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Transoft Solutions Inc,106339
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,101686
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Steer Davies Gleave North America,99619
CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,99520
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,93367
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Aecom Canada Ltd,93355
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,90327
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,77240
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,76845
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,68625
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Alta Planning + Design Canada,65176
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Clean Air Partnership,61150
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,53171
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,52083
CAPITAL,Infrastructure and Development,Technical,Transportation Services,University Of Toronto,50800
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,49852
CAPITAL,Infrastructure and Development,Technical,Transportation Services,GHD Limited,47900
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,44876
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,43174
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,42594
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,42230
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,37830
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,37335
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,36833
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,36648
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Alta Planning + Design Canada,36073
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Perkins & Will,36045
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Moon-Matz Ltd.,36010
CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,34159
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,29812
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,29415
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Human Factors North Inc./ Ergon,26783
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,24770
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,22896
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,21355
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,20804
CAPITAL,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,18810
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,18517
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,17352
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,15305
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,15003
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Transafe Consulting Ltd,12918
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Parsons Inc.,10710
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,10171
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,8660
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,8304
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,7688
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Clean Air Partnership,7490
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,7118
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Lura Consulting,6838
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,6612
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Hydro Electric System,6086
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Perkins & Will,5644
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,5504
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto and Region Conservation Authority,3774
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Parking Authority,3532
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Hydro Electric System,2035
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,1499
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Moon-Matz Ltd.,522
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,-17303
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Park People,-42000
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,-264167
CAPITAL,Agencies and Corporations,IT,Exhibition Place,OnX Enterprise Solutions,6320
CAPITAL,Agencies and Corporations,Technical,Exhibition Place,Fisher Environmental,30470
CAPITAL,Agencies and Corporations,Technical,Exhibition Place,Read Jones Christoffersen Ltd.,2150
CAPITAL,Agencies and Corporations,Technical,Exhibition Place,KJA Consultants Inc.,1500
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,725008
CAPITAL,Agencies and Corporations,Technical,TO Live,Diamond Schmitt Architects,227735
CAPITAL,Agencies and Corporations,Technical,TO Live,Build Toronto Inc.,125033
CAPITAL,Agencies and Corporations,Technical,TO Live,Mcgregor Allsop Limited,66480
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,34750
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith + Andersen,21246
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,19800
CAPITAL,Agencies and Corporations,Technical,TO Live,The Offord Group Inc.,18950
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,18700
CAPITAL,Agencies and Corporations,Technical,TO Live,Jaffe Holden Acoustics Inc,18575
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,18110
CAPITAL,Agencies and Corporations,Technical,TO Live,Mcgregor Allsop Limited,17846
CAPITAL,Agencies and Corporations,Technical,TO Live,AMS Planning & Research,14200
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen,13500
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,9070
CAPITAL,Agencies and Corporations,Technical,TO Live,Net + Gain Partners,8600
CAPITAL,Agencies and Corporations,Technical,TO Live,LRI Engineering,8500
CAPITAL,Agencies and Corporations,Technical,TO Live,Mcgregor Allsop Limited,8400
CAPITAL,Agencies and Corporations,Technical,TO Live,Scenework Consulting Ltd o/a Scenework,7800
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,7750
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,7750
CAPITAL,Agencies and Corporations,Technical,TO Live,CFMS consulting Inc,6900
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,4550
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen,3600
CAPITAL,Agencies and Corporations,Technical,TO Live,Fire Cube Inc.,3587
CAPITAL,Agencies and Corporations,Technical,TO Live,Jaffe Holden Acoustics Inc,2550
CAPITAL,Agencies and Corporations,Technical,TO Live,Fire Cube Inc.,2500
CAPITAL,Agencies and Corporations,Technical,TO Live,Mcgregor Allsop Limited,2425
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen,2250
CAPITAL,Agencies and Corporations,Technical,TO Live,Mcgregor Allsop Limited,2100
CAPITAL,Agencies and Corporations,Technical,TO Live,LRI Engineering,1603
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,1520
CAPITAL,Agencies and Corporations,Technical,TO Live,Jaffe Holden Acoustics Inc,1500
CAPITAL,Agencies and Corporations,Technical,TO Live,Mars Green Consulting,1500
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,1440
CAPITAL,Agencies and Corporations,Technical,TO Live,The Hidi Group Inc,1200
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,740
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,725
CAPITAL,Agencies and Corporations,Technical,TO Live,Blackwell Structural Engineers,700
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,550
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,KPMG LLP,416105
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,PricewaterhouseCoopers LLP,128011
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,PricewaterhouseCoopers LLP,48948
CAPITAL,Agencies and Corporations,IT,Toronto Police Service,Teramach Technologies Inc.,63909
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,MNP LLP,50880
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Aecom Canada Ltd,132005
CAPITAL,Agencies and Corporations,IT,Toronto Transit Commission,IBM Canada Ltd.,387979
CAPITAL,Agencies and Corporations,IT,Toronto Transit Commission,IBI Group Professional Service,95758
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Willms & Shier Environmental Lawyers,359962
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Chernos Flaherty svonkin LLP,201161
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Blakes LLP,56534
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,"Osler, Hoskins & Harcourt Law Services (C. Wong)",40543
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,GEF Consulting Inc.,581264
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,179117
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,CIMA Canada Inc.,159563
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Optimus SBR Inc.,146474
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,113875
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,CH2M Hill Canada Ltd,96912
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Optimus SBR Inc.,92192
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,768504
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,594954
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,565219
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CIMA Canada Inc.,500000
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Transit Systems Engineering Inc.,374513
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,349839
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,292177
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.,287466
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,NORR Ltd,256000
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,246167
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,245529
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,226701
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ernst & Young LLP,215000
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,193792
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,187391
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Kinectrics Inc.,186424
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,STV Incorporated,166562
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,154433
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,152665
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,GEF Consulting Inc.,146076
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,132513
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,131753
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,118313
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ontario Environmental & Safety Network Ltd.,107653
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,102948
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,69909
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,69792
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,63211
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,57642
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,53905
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Optimus SBR Inc.,25572
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.,4016
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,108302
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,40069
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Swerhun Inc.,9006
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Hammersmith Consultants,6375
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Raymond Ludwin,4500
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,McCarthy Tetrault LLP,401909
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Dentons Canada LLP,116299
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Weirfolds LLP,45142
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,McLachlin Enterprises Inc.,35190
CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Bennett Jones LLP,9235
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Standard Practice,67000
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,PricewaterhouseCoopers LLP,60000
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Tate Economic Research Inc.,16873
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Pareto Sports,12000
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Carters Professional Corporation,5714
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,KPMG LLP,195150
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Quadrangle Architects Limited,52733
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Archaeological Services Inc.,22224
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Section Architects Ltd.,16450
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Zoo,Holman Exhibits Limited,19627
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,142900
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,78824
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,WSP Canada Inc.,16529
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Read Jones Christoffersen Ltd.,12350
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Grounded Engineering,4360
NA,NA,NA,NA,NA,45047183
