budget_type,city_abc,expense_category,division_board,consultants_name,x2019_expenditure
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CAVCOE,14959
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,96929
CAPITAL,Infrastructure and Development,Technical,Transportation Services,LEA Consulting Ltd,58177
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,69956
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,72163
CAPITAL,Infrastructure and Development,Technical,Transportation Services,WSP Canada Inc.,19783
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto + Region Conservation For The Living City,61972
CAPITAL,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,9054
CAPITAL,Infrastructure and Development,Technical,Transportation Services,22 John Street Development Inc.,272682
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Clean Air Partnership,65141
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Hydro One,2702
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto + Region Conservation For The Living City,19231
CAPITAL,Infrastructure and Development,Technical,Transportation Services,KITE Research Institute,16956
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Transit Commission,78486
CAPITAL,Infrastructure and Development,Technical,Waterfront Secretariat,Steer Davies Gleave North America,149908
CAPITAL,Infrastructure and Development,Technical,Waterfront Secretariat,Arup Canada Inc.,314628
CAPITAL,Agencies and Corporations,Technical,Exhibition Place,CIMA Canada Inc.,23627
CAPITAL,Agencies and Corporations,Technical,TO Live,LRI Engineering,9686
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,10926
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,23075
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,17969
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,3965
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,22716
CAPITAL,Agencies and Corporations,Technical,TO Live,AEA Consulting,99990
CAPITAL,Agencies and Corporations,Technical,TO Live,Blackwell Structural Engineers,900
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,8500
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,11050
CAPITAL,Agencies and Corporations,Technical,TO Live,CDW Engineering,17875
CAPITAL,Agencies and Corporations,Technical,TO Live,Diamond Schmitt Architects,23500
CAPITAL,Agencies and Corporations,Technical,TO Live,Elevation Aerial Design and Consulting Inc.,1680
CAPITAL,Agencies and Corporations,Technical,TO Live,Epiphany Engineering Inc,2725
CAPITAL,Agencies and Corporations,Technical,TO Live,ERA Architects,3000
CAPITAL,Agencies and Corporations,Technical,TO Live,ERA Architects,13899
CAPITAL,Agencies and Corporations,Technical,TO Live,ERA Architects,44950
CAPITAL,Agencies and Corporations,Technical,TO Live,Fisher Dachs Associates,106943
CAPITAL,Agencies and Corporations,Technical,TO Live,Gluck Partnership Architects Inc.,19500
CAPITAL,Agencies and Corporations,Technical,TO Live,Gluck Partnership Architects Inc.,5000
CAPITAL,Agencies and Corporations,Technical,TO Live,HJ Consulting Engineering Inc,4300
CAPITAL,Agencies and Corporations,Technical,TO Live,KJA Consultants Inc.,6000
CAPITAL,Agencies and Corporations,Technical,TO Live,KJA Consultants Inc.,5900
CAPITAL,Agencies and Corporations,Technical,TO Live,Kramer Design Associates Limited,190519
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,350
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,1360
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,5680
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,880
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,2830
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen,6000
CAPITAL,Agencies and Corporations,Technical,TO Live,Ugarit Contracting LTD.,129006
CAPITAL,Agencies and Corporations,Technical,TO Live,YMSD Consulting,3650
CAPITAL,Agencies and Corporations,Legal,Toronto Community Housing Corporation,KPMG LLP,311166
CAPITAL,Agencies and Corporations,Legal,Toronto Community Housing Corporation,PricewaterhouseCoopers LLP,115200
CAPITAL,Agencies and Corporations,IT,Toronto Police Service,Teramach Technologies Inc.,41144
CAPITAL,Agencies and Corporations,Legal,Toronto Police Service,Procurement Law Office Professional,157512
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,HKA Global Canada Inc.,40881
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,Kasian Architecture Ontario Inc.,11295
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,Bell Canada,45792
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,Ian Martin Information Technology,48021
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Teramach Technologies Inc.,117426
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,400525 Ontario Limited,91080
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Public Library Board,Ernst & Young LLP,48509
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Chernos Flaherty svonkin LLP,171017
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Willms & Shier Environmental Lawyers,103885
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,"Osler, Hoskins & Harcourt Law Services (C. Wong)",11066
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,"Osler, Hoskins & Harcourt Law Services (C. Wong)",692
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Optimus SBR Inc.,16027
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,KPMG LLP,194256
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Execute Strategy,115104
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,62387
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,KPMG LLP,19997
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,28143
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Execute Strategy,264108
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Optimus SBR Inc.,178080
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,9128
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Execute Strategy,34487
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,556195
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ontario Environmental & Safety Network Ltd.,146893
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Bombardier Transportation,176846
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,354072
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,360798
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,S. Green Services,60504
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SCL LRT Engineering Services,61260
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Marathon Technical Services,2035
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,222027
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,1142322
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,81255
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,118530
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,580863
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,414033
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,503792
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Kinectrics Inc.,192919
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.,334233
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SNC-Lavalin Inc.,173843
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SNC-Lavalin Inc.,224748
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Thales Canada,111414
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,24317
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,24317
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,312943
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,14825
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,28289
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,28155
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Swerhun Inc.,251083
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,81125
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,13626
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,3750
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,20835
CAPITAL,Agencies and Corporations,IT,Toronto Waterfront Revitalization Corporation,Global Privacy & Security by Design Centre,6360
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Bennett Jones LLP,6359
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,McCarthy Tetrault LLP,349628
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Dentons Canada LLP,157949
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,nNovation LLP,53316
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Stikeman Elliott LLP,34394
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Arup Canada Inc.,38500
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,N. Barry Lyon Consultants Limited,1980
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Moriyama & Teshima Architects,32992
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Steer Davies Gleave North America,34382
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Perkins & Will,102480
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,The Lonsdale Group,7000
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Hammersmith Consultants,9350
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,KPMG LLP,170148
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,N. Barry Lyon Consultants Limited,41505
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,325374
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,35131
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,WSP Canada Inc.,128314
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,IRC Building Sciences Group Inc.,3600
