budget_type,city_abc,expense_category,division_board,consultants_name,x2020_expenditure
CAPITAL,Infrastructure and Development,Technical,Transportation Services,TSL Consulting + Design Group,16668
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,155309
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Wood Environment & Infrastructure,81937
CAPITAL,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,2379
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Human Factors North Inc./ Ergon,14282
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Aecom Canada Ltd,6212
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Park People,42000
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Transafe Consulting Ltd,50005
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Dillon Consulting,10137
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Moon-Matz Ltd.,65095
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Metrolinx,318840
CAPITAL,Infrastructure and Development,Technical,Transportation Services,KITE Research Institute,16956
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Toronto Transit Commission,8669
CAPITAL,Infrastructure and Development,Technical,Transportation Services,Dillon Consulting,194087
CAPITAL,Infrastructure and Development,IT,Transportation Services,Richter Advisory Group Inc.,89958
CAPITAL,Infrastructure and Development,IT,Transportation Services,Richter Advisory Group Inc.,29142
CAPITAL,Infrastructure and Development,Management/R&D,Transportation Services,The Hospital For Sick Children,46403
CAPITAL,Infrastructure and Development,Management/R&D,Transportation Services,University Of Toronto,50000
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,13500
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,15275
CAPITAL,Agencies and Corporations,Technical,TO Live,VG The Ventin Group Architects,8150
CAPITAL,Agencies and Corporations,Technical,TO Live,Blackwell Structural Engineers,3475
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,2519
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,2770
CAPITAL,Agencies and Corporations,Technical,TO Live,Building Arts Architects Inc,757143
CAPITAL,Agencies and Corporations,Technical,TO Live,DesignABLE Environments Inc.,480
CAPITAL,Agencies and Corporations,Technical,TO Live,Diamond Schmitt Architects,25110
CAPITAL,Agencies and Corporations,Technical,TO Live,Elevation Aerial Design and Consulting Inc.,24976
CAPITAL,Agencies and Corporations,Technical,TO Live,ERA Architects,20290
CAPITAL,Agencies and Corporations,Technical,TO Live,Fire Cube Inc.,24718
CAPITAL,Agencies and Corporations,Technical,TO Live,Fisher Dachs Associates,76243
CAPITAL,Agencies and Corporations,Technical,TO Live,Jaffe Holden Acoustics Inc,23375
CAPITAL,Agencies and Corporations,Technical,TO Live,KJA Consultants Inc.,4735
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,13650
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,4660
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,6850
CAPITAL,Agencies and Corporations,Technical,TO Live,ML Environmental Consulting Inc.,2110
CAPITAL,Agencies and Corporations,Technical,TO Live,Novita Techne Limited,20800
CAPITAL,Agencies and Corporations,Technical,TO Live,Smith +Andersen,6125
CAPITAL,Agencies and Corporations,Technical,TO Live,The Offord Group Inc.,14000
CAPITAL,Agencies and Corporations,Technical,TO Live,YMSD Consulting,4050
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,PricewaterhouseCoopers LLP,2385610
CAPITAL,Agencies and Corporations,Technical,Toronto Community Housing Corporation,KPMG LLP,537225
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Teramach Technologies Inc.,60583
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,SoftChoice L.P.,38923
CAPITAL,Agencies and Corporations,Technical,Toronto Police Service,Build Toronto Inc.,91518
CAPITAL,Agencies and Corporations,IT,Toronto Police Service,Teramach Technologies Inc.,135227
CAPITAL,Agencies and Corporations,Legal,Toronto Police Service,Procurement Law Office Professional,4681
CAPITAL,Agencies and Corporations,Legal,Toronto Police Service,Deeth Williams Wall LLP,35138
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,Ian Martin Information Technology,7408
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Police Service,HKA Global Canada Inc.,22516
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,264694
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ontario Environmental & Safety Network Ltd.,118804
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Bombardier Transportation,297853
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,162873
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,28218
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SCL LRT Engineering Services,7937
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,HDR Corporation,85555
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Frontop Engineering Limited,17299
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,129562
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,242784
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,126970
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,519866
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,KPMG LLP,530970
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,WSP Canada Inc.,607861
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Kinectrics Inc.,348120
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.,293716
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,SNC-Lavalin Inc.,97969
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Aecom Canada Ltd,45022
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,160870
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,584461
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,LTK Consulting Services Inc.,611917
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Mott MacDonald Canada Ltd.,102055
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Swerhun Inc.,115917
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,NORR Ltd,760000
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CIMA Canada Inc.,975000
CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Ernst & Young LLP,180000
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,CIMA Canada Inc.,102668
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,64566
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Ernst & Young LLP,93381
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Execute Strategy,282294
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,Optimus SBR Inc.,263034
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,CH2M Hill Canada Ltd,143261
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Transit Commission,GEF Consulting Inc.,618612
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Blakes LLP,71016
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Chernos Flaherty svonkin LLP,280675
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Willms & Shier Environmental Lawyers,411324
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,Willms & Shier Environmental Lawyers,41487
CAPITAL,Agencies and Corporations,Legal,Toronto Transit Commission,"Osler, Hoskins & Harcourt Law Services (C. Wong)",2926
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,KPMG LLP,143006
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Gladki Planning Associates Inc.,6000
CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Section Architects Ltd.,16320
CAPITAL,Agencies and Corporations,IT,Toronto Waterfront Revitalization Corporation,Global Privacy & Security by Design Centre,6059
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,N. Barry Lyon Consultants Limited,40890
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Steer Davies Gleave North America,23567
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Carters Professional Corporation,46399
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Waterfront Revitalization Corporation,Element AI Inc,301804
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,McCarthy Tetrault LLP,378470
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Dentons Canada LLP,14458
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,nNovation LLP,46020
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Brion Raffoul Intellectual Property Law,32314
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Own Innovation,20000
CAPITAL,Agencies and Corporations,Legal,Toronto Waterfront Revitalization Corporation,Dentons Canada LLP,7937
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Swerhun Inc.,117227
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,55297
CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,8950
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Grounded Engineering,51435
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,H.H. Angus & Associates Ltd.,5821
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Moon-Matz Ltd.,22919
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Read Jones Christoffersen Ltd.,4417
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,TSS Building Science Inc.,10394
CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,WSP Canada Inc.,39294
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,329212
CAPITAL,Agencies and Corporations,Management/R&D,Toronto Zoo,Zeidler Architecture Inc.,124621
